ppd_id,PlanName,EEGroupID,EEGroupName_check,TierID,TierHireDate_check,BenefitID_NRB,fy_start,fy_end,Notes,normal_BenefitFactor,normal_BenefitAmount,normal_RetAge,normal_RetTenure,normal_RetPoints,normal_RetDate,normal_ServiceDateStart,normal_ServiceDateEnd,normal_AgeStart,normal_AgeEnd,normal_TenureStart,normal_TenureEnd,normal_SalaryStart,normal_SalaryEnd,Y,fy
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,9,2012,9999,,.0176,,58,,,,,,,,,,,,,2012
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,10,2012,9999,,.0187,,59,,,,,,,,,,,,,2012
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,11,2012,9999,,.02,,60,,,,,,,,,,,,,2012
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,12,2012,9999,,.0213,,61,,,,,,,,,,,,,2012
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,13,2012,9999,,.0227,,62,,,,,,,,,,,,,2012
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,14,2012,9999,,.0242,,63,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,1,2012,9999,,.005,,,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,2,2012,9999,,.0055,,51,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,3,2012,9999,,.006,,52,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,4,2012,9999,,.0065,,53,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,5,2012,9999,,.007,,54,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,6,2012,9999,,.0075,,55,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,7,2012,9999,,.008,,56,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,8,2012,9999,,.0085,,57,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,9,2012,9999,,.009,,58,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,10,2012,9999,,.0095,,59,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,11,2012,9999,,.01,,60,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,12,2012,9999,,.0105,,61,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,13,2012,9999,,.011,,62,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,14,2012,9999,,.0115,,63,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,15,2012,9999,,.012,,64,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,16,2012,9999,,.0125,,65,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,1,2012,9999,,.005,,,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,2,2012,9999,,.0055,,51,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,3,2012,9999,,.006,,52,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,4,2012,9999,,.0065,,53,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,5,2012,9999,,.007,,54,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,6,2012,9999,,.0075,,55,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,7,2012,9999,,.008,,56,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,8,2012,9999,,.0085,,57,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,9,2012,9999,,.009,,58,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,10,2012,9999,,.0095,,59,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,11,2012,9999,,.01,,60,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,12,2012,9999,,.0105,,61,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,13,2012,9999,,.011,,62,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,14,2012,9999,,.0115,,63,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,15,2012,9999,,.012,,64,,,,,,,,,,,,,2012
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,16,2012,9999,,.0125,,65,,,,,,,,,,,,,2012
9,California PERF,7,State Safety,1,1/1/1800,1,2012,9999,,.017,,,,,,,,,,,,,,,2012
9,California PERF,7,State Safety,1,1/1/1800,2,2012,9999,,.018,,51,,,,,,,,,,,,,2012
9,California PERF,7,State Safety,1,1/1/1800,3,2012,9999,,.019,,52,,,,,,,,,,,,,2012
9,California PERF,7,State Safety,1,1/1/1800,4,2012,9999,,.02,,53,,,,,,,,,,,,,2012
9,California PERF,7,State Safety,1,1/1/1800,5,2012,9999,,.0225,,54,,,,,,,,,,,,,2012
9,California PERF,7,State Safety,1,1/1/1800,6,2012,9999,,.025,,55,,,,,,,,,,,,,2012
9,California PERF,7,State Safety,2, 1/15/2011,1,2012,9999,,.01426,,,,,,,,,,,,,,,2012
9,California PERF,7,State Safety,2, 1/15/2011,2,2012,9999,,.01522,,51,,,,,,,,,,,,,2012
9,California PERF,7,State Safety,2, 1/15/2011,3,2012,9999,,.01628,,52,,,,,,,,,,,,,2012
9,California PERF,7,State Safety,2, 1/15/2011,4,2012,9999,,.01742,,53,,,,,,,,,,,,,2012
9,California PERF,7,State Safety,2, 1/15/2011,5,2012,9999,,.01866,,54,,,,,,,,,,,,,2012
9,California PERF,7,State Safety,2, 1/15/2011,6,2012,9999,,.02,,55,,,,,,,,,,,,,2012
9,California PERF,7,State Safety,2, 1/15/2011,7,2012,9999,,.021,,56,,,,,,,,,,,,,2012
9,California PERF,7,State Safety,2, 1/15/2011,8,2012,9999,,.022,,57,,,,,,,,,,,,,2012
9,California PERF,7,State Safety,2, 1/15/2011,9,2012,9999,,.023,,58,,,,,,,,,,,,,2012
9,California PERF,7,State Safety,2, 1/15/2011,10,2012,9999,,.024,,59,,,,,,,,,,,,,2012
9,California PERF,7,State Safety,2, 1/15/2011,11,2012,9999,,.025,,60,,,,,,,,,,,,,2012
9,California PERF,8,State Peace Officers,1,1/1/1800,1,2012,9999,,.024,,,,,,,,,,,,,,,2012
9,California PERF,8,State Peace Officers,1,1/1/1800,2,2012,9999,,.0252,,51,,,,,,,,,,,,,2012
9,California PERF,8,State Peace Officers,1,1/1/1800,3,2012,9999,,.0264,,52,,,,,,,,,,,,,2012
9,California PERF,8,State Peace Officers,1,1/1/1800,4,2012,9999,,.0276,,53,,,,,,,,,,,,,2012
9,California PERF,8,State Peace Officers,1,1/1/1800,5,2012,9999,,.0288,,54,,,,,,,,,,,,,2012
9,California PERF,8,State Peace Officers,1,1/1/1800,6,2012,9999,,.03,,55,,,,,,,,,,,,,2012
9,California PERF,8,State Peace Officers,2, 1/15/2011,1,2012,9999,,.02,,,,,,,,,,,,,,,2012
9,California PERF,8,State Peace Officers,2, 1/15/2011,2,2012,9999,,.021,,51,,,,,,,,,,,,,2012
9,California PERF,8,State Peace Officers,2, 1/15/2011,3,2012,9999,,.022,,52,,,,,,,,,,,,,2012
9,California PERF,8,State Peace Officers,2, 1/15/2011,4,2012,9999,,.023,,53,,,,,,,,,,,,,2012
9,California PERF,8,State Peace Officers,2, 1/15/2011,5,2012,9999,,.024,,54,,,,,,,,,,,,,2012
9,California PERF,8,State Peace Officers,2, 1/15/2011,6,2012,9999,,.025,,55,,,,,,,,,,,,,2012
9,California PERF,9,California Highway Patrol,1,1/1/1800,1,2012,9999,,.03,,,,,,,,,,,,,,,2012
9,California PERF,9,California Highway Patrol,2,10/31/2010,1,2012,9999,,.024,,,,,,,,,,,,,,,2012
9,California PERF,9,California Highway Patrol,2,10/31/2010,2,2012,9999,,.0252,,51,,,,,,,,,,,,,2012
9,California PERF,9,California Highway Patrol,2,10/31/2010,3,2012,9999,,.0264,,52,,,,,,,,,,,,,2012
9,California PERF,9,California Highway Patrol,2,10/31/2010,4,2012,9999,,.0276,,53,,,,,,,,,,,,,2012
9,California PERF,9,California Highway Patrol,2,10/31/2010,5,2012,9999,,.0288,,54,,,,,,,,,,,,,2012
9,California PERF,9,California Highway Patrol,2,10/31/2010,6,2012,9999,,.03,,55,,,,,,,,,,,,,2012
9,California PERF,10,Schools,1,1/1/1800,1,2012,9999,,.011,,,,,,,,,,,,,,,2012
9,California PERF,10,Schools,1,1/1/1800,2,2012,9999,,.0128,,51,,,,,,,,,,,,,2012
9,California PERF,10,Schools,1,1/1/1800,3,2012,9999,,.0146,,52,,,,,,,,,,,,,2012
9,California PERF,10,Schools,1,1/1/1800,4,2012,9999,,.0164,,53,,,,,,,,,,,,,2012
9,California PERF,10,Schools,1,1/1/1800,5,2012,9999,,.0182,,54,,,,,,,,,,,,,2012
9,California PERF,10,Schools,1,1/1/1800,6,2012,9999,,.02,,55,,,,,,,,,,,,,2012
9,California PERF,10,Schools,1,1/1/1800,7,2012,9999,,.0206,,56,,,,,,,,,,,,,2012
9,California PERF,10,Schools,1,1/1/1800,8,2012,9999,,.0213,,57,,,,,,,,,,,,,2012
9,California PERF,10,Schools,1,1/1/1800,9,2012,9999,,.0219,,58,,,,,,,,,,,,,2012
9,California PERF,10,Schools,1,1/1/1800,10,2012,9999,,.0225,,59,,,,,,,,,,,,,2012
9,California PERF,10,Schools,1,1/1/1800,11,2012,9999,,.0231,,60,,,,,,,,,,,,,2012
9,California PERF,10,Schools,1,1/1/1800,12,2012,9999,,.0238,,61,,,,,,,,,,,,,2012
9,California PERF,10,Schools,1,1/1/1800,13,2012,9999,,.0244,,62,,,,,,,,,,,,,2012
9,California PERF,10,Schools,1,1/1/1800,14,2012,9999,,.025,,63,,,,,,,,,,,,,2012
9,California PERF,11,Public Agency - Risk Pool 1 - Miscellaneous 2%@60,1,1/1/1800,1,2012,9999,,.0109,,,,,,,,,,,,,,,2012
9,California PERF,11,Public Agency - Risk Pool 1 - Miscellaneous 2%@60,1,1/1/1800,2,2012,9999,,.0116,,51,,,,,,,,,,,,,2012
9,California PERF,11,Public Agency - Risk Pool 1 - Miscellaneous 2%@60,1,1/1/1800,3,2012,9999,,.0122,,52,,,,,,,,,,,,,2012
9,California PERF,11,Public Agency - Risk Pool 1 - Miscellaneous 2%@60,1,1/1/1800,4,2012,9999,,.013,,53,,,,,,,,,,,,,2012
9,California PERF,11,Public Agency - Risk Pool 1 - Miscellaneous 2%@60,1,1/1/1800,5,2012,9999,,.0138,,54,,,,,,,,,,,,,2012
9,California PERF,11,Public Agency - Risk Pool 1 - Miscellaneous 2%@60,1,1/1/1800,6,2012,9999,,.0146,,55,,,,,,,,,,,,,2012
9,California PERF,11,Public Agency - Risk Pool 1 - Miscellaneous 2%@60,1,1/1/1800,7,2012,9999,,.0155,,56,,,,,,,,,,,,,2012
9,California PERF,11,Public Agency - Risk Pool 1 - Miscellaneous 2%@60,1,1/1/1800,8,2012,9999,,.0165,,57,,,,,,,,,,,,,2012
9,California PERF,11,Public Agency - Risk Pool 1 - Miscellaneous 2%@60,1,1/1/1800,9,2012,9999,,.0176,,58,,,,,,,,,,,,,2012
9,California PERF,11,Public Agency - Risk Pool 1 - Miscellaneous 2%@60,1,1/1/1800,10,2012,9999,,.0187,,59,,,,,,,,,,,,,2012
9,California PERF,11,Public Agency - Risk Pool 1 - Miscellaneous 2%@60,1,1/1/1800,11,2012,9999,,.02,,60,,,,,,,,,,,,,2012
9,California PERF,11,Public Agency - Risk Pool 1 - Miscellaneous 2%@60,1,1/1/1800,12,2012,9999,,.0213,,61,,,,,,,,,,,,,2012
9,California PERF,11,Public Agency - Risk Pool 1 - Miscellaneous 2%@60,1,1/1/1800,13,2012,9999,,.0227,,62,,,,,,,,,,,,,2012
9,California PERF,11,Public Agency - Risk Pool 1 - Miscellaneous 2%@60,1,1/1/1800,14,2012,9999,,.0242,,63,,,,,,,,,,,,,2012
9,California PERF,12,Public Agency - Risk Pool 2 - Miscellaneous 2%@55,1,1/1/1800,1,2012,9999,,.011,,,,,,,,,,,,,,,2012
9,California PERF,12,Public Agency - Risk Pool 2 - Miscellaneous 2%@55,1,1/1/1800,2,2012,9999,,.0128,,51,,,,,,,,,,,,,2012
9,California PERF,12,Public Agency - Risk Pool 2 - Miscellaneous 2%@55,1,1/1/1800,3,2012,9999,,.0146,,52,,,,,,,,,,,,,2012
9,California PERF,12,Public Agency - Risk Pool 2 - Miscellaneous 2%@55,1,1/1/1800,4,2012,9999,,.0164,,53,,,,,,,,,,,,,2012
9,California PERF,12,Public Agency - Risk Pool 2 - Miscellaneous 2%@55,1,1/1/1800,5,2012,9999,,.0182,,54,,,,,,,,,,,,,2012
9,California PERF,12,Public Agency - Risk Pool 2 - Miscellaneous 2%@55,1,1/1/1800,6,2012,9999,,.02,,55,,,,,,,,,,,,,2012
9,California PERF,12,Public Agency - Risk Pool 2 - Miscellaneous 2%@55,1,1/1/1800,7,2012,9999,,.0206,,56,,,,,,,,,,,,,2012
9,California PERF,12,Public Agency - Risk Pool 2 - Miscellaneous 2%@55,1,1/1/1800,8,2012,9999,,.0213,,57,,,,,,,,,,,,,2012
9,California PERF,12,Public Agency - Risk Pool 2 - Miscellaneous 2%@55,1,1/1/1800,9,2012,9999,,.0219,,58,,,,,,,,,,,,,2012
9,California PERF,12,Public Agency - Risk Pool 2 - Miscellaneous 2%@55,1,1/1/1800,10,2012,9999,,.0225,,59,,,,,,,,,,,,,2012
9,California PERF,12,Public Agency - Risk Pool 2 - Miscellaneous 2%@55,1,1/1/1800,11,2012,9999,,.0231,,60,,,,,,,,,,,,,2012
9,California PERF,12,Public Agency - Risk Pool 2 - Miscellaneous 2%@55,1,1/1/1800,12,2012,9999,,.0238,,61,,,,,,,,,,,,,2012
9,California PERF,12,Public Agency - Risk Pool 2 - Miscellaneous 2%@55,1,1/1/1800,13,2012,9999,,.0244,,62,,,,,,,,,,,,,2012
9,California PERF,12,Public Agency - Risk Pool 2 - Miscellaneous 2%@55,1,1/1/1800,14,2012,9999,,.025,,63,,,,,,,,,,,,,2012
9,California PERF,13,Public Agency - Risk Pool 3 - Miscellaneous 2.5%@55,1,1/1/1800,1,2012,9999,,.017,,,,,,,,,,,,,,,2012
9,California PERF,13,Public Agency - Risk Pool 3 - Miscellaneous 2.5%@55,1,1/1/1800,2,2012,9999,,.018,,51,,,,,,,,,,,,,2012
9,California PERF,13,Public Agency - Risk Pool 3 - Miscellaneous 2.5%@55,1,1/1/1800,3,2012,9999,,.019,,52,,,,,,,,,,,,,2012
9,California PERF,13,Public Agency - Risk Pool 3 - Miscellaneous 2.5%@55,1,1/1/1800,4,2012,9999,,.02,,53,,,,,,,,,,,,,2012
9,California PERF,13,Public Agency - Risk Pool 3 - Miscellaneous 2.5%@55,1,1/1/1800,5,2012,9999,,.0225,,54,,,,,,,,,,,,,2012
9,California PERF,13,Public Agency - Risk Pool 3 - Miscellaneous 2.5%@55,1,1/1/1800,6,2012,9999,,.025,,55,,,,,,,,,,,,,2012
9,California PERF,14,Public Agency - Risk Pool 4 - Miscellaneous 2.7%@55,1,1/1/1800,1,2012,9999,,.02,,,,,,,,,,,,,,,2012
9,California PERF,14,Public Agency - Risk Pool 4 - Miscellaneous 2.7%@55,1,1/1/1800,2,2012,9999,,.0214,,51,,,,,,,,,,,,,2012
9,California PERF,14,Public Agency - Risk Pool 4 - Miscellaneous 2.7%@55,1,1/1/1800,3,2012,9999,,.0228,,52,,,,,,,,,,,,,2012
9,California PERF,14,Public Agency - Risk Pool 4 - Miscellaneous 2.7%@55,1,1/1/1800,4,2012,9999,,.0242,,53,,,,,,,,,,,,,2012
9,California PERF,14,Public Agency - Risk Pool 4 - Miscellaneous 2.7%@55,1,1/1/1800,5,2012,9999,,.0256,,54,,,,,,,,,,,,,2012
9,California PERF,14,Public Agency - Risk Pool 4 - Miscellaneous 2.7%@55,1,1/1/1800,6,2012,9999,,.027,,55,,,,,,,,,,,,,2012
9,California PERF,15,Public Agency - Risk Pool 5 - Miscellaneous 3.0%@60,1,1/1/1800,1,2012,9999,,.02,,,,,,,,,,,,,,,2012
9,California PERF,15,Public Agency - Risk Pool 5 - Miscellaneous 3.0%@60,1,1/1/1800,2,2012,9999,,.021,,51,,,,,,,,,,,,,2012
9,California PERF,15,Public Agency - Risk Pool 5 - Miscellaneous 3.0%@60,1,1/1/1800,3,2012,9999,,.022,,52,,,,,,,,,,,,,2012
9,California PERF,15,Public Agency - Risk Pool 5 - Miscellaneous 3.0%@60,1,1/1/1800,4,2012,9999,,.023,,53,,,,,,,,,,,,,2012
9,California PERF,15,Public Agency - Risk Pool 5 - Miscellaneous 3.0%@60,1,1/1/1800,5,2012,9999,,.024,,54,,,,,,,,,,,,,2012
9,California PERF,15,Public Agency - Risk Pool 5 - Miscellaneous 3.0%@60,1,1/1/1800,6,2012,9999,,.025,,55,,,,,,,,,,,,,2012
9,California PERF,15,Public Agency - Risk Pool 5 - Miscellaneous 3.0%@60,1,1/1/1800,7,2012,9999,,.026,,56,,,,,,,,,,,,,2012
9,California PERF,15,Public Agency - Risk Pool 5 - Miscellaneous 3.0%@60,1,1/1/1800,8,2012,9999,,.027,,57,,,,,,,,,,,,,2012
9,California PERF,15,Public Agency - Risk Pool 5 - Miscellaneous 3.0%@60,1,1/1/1800,9,2012,9999,,.028,,58,,,,,,,,,,,,,2012
9,California PERF,15,Public Agency - Risk Pool 5 - Miscellaneous 3.0%@60,1,1/1/1800,10,2012,9999,,.029,,59,,,,,,,,,,,,,2012
9,California PERF,15,Public Agency - Risk Pool 5 - Miscellaneous 3.0%@60,1,1/1/1800,11,2012,9999,,.03,,60,,,,,,,,,,,,,2012
9,California PERF,16,Public Agency - Risk Pool 6 - Safety 2.0%@55,1,1/1/1800,1,2012,9999,,.01426,,,,,,,,,,,,,,,2012
9,California PERF,16,Public Agency - Risk Pool 6 - Safety 2.0%@55,1,1/1/1800,2,2012,9999,,.01522,,51,,,,,,,,,,,,,2012
9,California PERF,16,Public Agency - Risk Pool 6 - Safety 2.0%@55,1,1/1/1800,3,2012,9999,,.01628,,52,,,,,,,,,,,,,2012
9,California PERF,16,Public Agency - Risk Pool 6 - Safety 2.0%@55,1,1/1/1800,4,2012,9999,,.01742,,53,,,,,,,,,,,,,2012
9,California PERF,16,Public Agency - Risk Pool 6 - Safety 2.0%@55,1,1/1/1800,5,2012,9999,,.01866,,54,,,,,,,,,,,,,2012
9,California PERF,16,Public Agency - Risk Pool 6 - Safety 2.0%@55,1,1/1/1800,6,2012,9999,,.02,,55,,,,,,,,,,,,,2012
9,California PERF,17,Public Agency - Risk Pool 7 - Safety 2.0%@50,1,1/1/1800,1,2012,9999,,.02,,,,,,,,,,,,,,,2012
9,California PERF,18,Public Agency - Risk Pool 8 - Safety 3.0%@55,1,1/1/1800,1,2012,9999,,.024,,,,,,,,,,,,,,,2012
9,California PERF,18,Public Agency - Risk Pool 8 - Safety 3.0%@55,1,1/1/1800,2,2012,9999,,.0252,,51,,,,,,,,,,,,,2012
9,California PERF,18,Public Agency - Risk Pool 8 - Safety 3.0%@55,1,1/1/1800,3,2012,9999,,.0264,,52,,,,,,,,,,,,,2012
9,California PERF,18,Public Agency - Risk Pool 8 - Safety 3.0%@55,1,1/1/1800,4,2012,9999,,.0276,,53,,,,,,,,,,,,,2012
9,California PERF,18,Public Agency - Risk Pool 8 - Safety 3.0%@55,1,1/1/1800,5,2012,9999,,.0288,,54,,,,,,,,,,,,,2012
9,California PERF,18,Public Agency - Risk Pool 8 - Safety 3.0%@55,1,1/1/1800,6,2012,9999,,.03,,55,,,,,,,,,,,,,2012
9,California PERF,19,Public Agency - Risk Pool 9 - Safety 3.0%@50,1,1/1/1800,1,2012,9999,,.03,,,,,,,,,,,,,,,2012
10,California Teachers,0,All,1,,1,2012,9999,,.024,,63,,,,,,,,,,,,,2012
10,California Teachers,0,All,1,,2,2012,9999,,.02264,,62,,,,,,,,,,,,,2012
10,California Teachers,0,All,1,,3,2012,9999,,.02132,,61,,,,,,,,,,,,,2012
10,California Teachers,0,All,1,,4,2012,9999,,.02,,60,,,,,,,,,,,,,2012
10,California Teachers,0,All,1,,5,2012,9999,,.024,,62,30,,,,,,,,,,,,2012
10,California Teachers,0,All,1,,6,2012,9999,,.02332,,61,30,,,,,,,,,,,,2012
10,California Teachers,0,All,1,,7,2012,9999,,.022,,60,30,,,,,,,,,,,,2012
10,California Teachers,0,All,2,  1/1/2013,1,2012,9999,,.024,,65,,,,,,,,,,,,,2012
10,California Teachers,0,All,2,  1/1/2013,2,2012,9999,,.02267,,64,,,,,,,,,,,,,2012
10,California Teachers,0,All,2,  1/1/2013,3,2012,9999,,.02133,,63,,,,,,,,,,,,,2012
10,California Teachers,0,All,2,  1/1/2013,4,2012,9999,,.02,,62,,,,,,,,,,,,,2012
11,Chicago TRS,0,All,1,,1,2012,9999,,.0167,,,,,,1/1/1800,6/31/1998,,,0,10,,,,2012
11,Chicago TRS,0,All,1,,2,2012,9999,,.019,,,,,,1/1/1800,6/31/1998,,,11,20,,,,2012
11,Chicago TRS,0,All,1,,3,2012,9999,,.021,,,,,,1/1/1800,6/31/1998,,,21,30,,,,2012
11,Chicago TRS,0,All,1,,4,2012,9999,,.023,,,,,,1/1/1800,6/31/1998,,,31,9999,,,,2012
11,Chicago TRS,0,All,1,,5,2012,9999,,.022,,,,,,  7/1/1998,  1/1/8000,,,,,,,,2012
11,Chicago TRS,0,All,2,,1,2012,9999,,.022,,,,,,,,,,,,,,,2012
13,Colorado Municipal,0,General local government employees,1,,1,2012,9999,,.025,,,,,,,,,,,,,,,2012
13,Colorado Municipal,0,General local government employees,2,,1,2012,9999,,.025,,,,,,,,,,,,,,,2012
13,Colorado Municipal,0,General local government employees,3,,1,2012,9999,,.025,,,,,,,,,,,,,,,2012
13,Colorado Municipal,0,General local government employees,4,,1,2012,9999,,.025,,,,,,,,,,,,,,,2012
13,Colorado Municipal,0,General local government employees,5,,1,2012,9999,,.025,,,,,,,,,,,,,,,2012
14,Colorado School,0,Teachers,2,,1,2012,9999,,.025,,,,,,,,,,,,,,,2012
14,Colorado School,0,Teachers,3,,1,2012,9999,,.025,,,,,,,,,,,,,,,2012
14,Colorado School,0,Teachers,4,,1,2012,9999,,.025,,,,,,,,,,,,,,,2012
14,Colorado School,0,Teachers,5,,1,2012,9999,,.025,,,,,,,,,,,,,,,2012
15,Colorado State,1,General state government employees,2,,1,2012,9999,,.025,,,,,,,,,,,,,,,2012
15,Colorado State,1,General state government employees,3,,1,2012,9999,,.025,,,,,,,,,,,,,,,2012
15,Colorado State,1,General state government employees,4,,1,2012,9999,,.025,,,,,,,,,,,,,,,2012
15,Colorado State,1,General state government employees,5,,1,2012,9999,,.025,,,,,,,,,,,,,,,2012
15,Colorado State,2,Police and Fire,2,,1,2012,9999,,.025,,,,,,,,,,,,,,,2012
16,Connecticut SERS,1,General Employees-Tier I/Plan B,1,,1,2012,9999,,.02,,,,,,,,0,65,,,,,,2012
16,Connecticut SERS,1,General Employees-Tier I/Plan B,1,,2,2012,9999,,.01,,,,,,,,65,69,,,0,4.8,,2012
16,Connecticut SERS,1,General Employees-Tier I/Plan B,1,,3,2012,9999,,.02,,,,,,,,65,69,,,4.801,9999,,2012
16,Connecticut SERS,1,General Employees-Tier I/Plan B,1,,4,2012,9999,,.0125,,,,,,,,70,89,,,0,4.8,,2012
16,Connecticut SERS,1,General Employees-Tier I/Plan B,1,,5,2012,9999,,.025,,,,,,,,70,89,,,4.801,9999,,2012
16,Connecticut SERS,1,General Employees-Tier I/Plan B,1,,6,2012,9999,,0,,,,,,,,90,9999,,,,,,2012
16,Connecticut SERS,1,General Employees-Tier I/Plan B,1,,7,2012,9999,,.02,,95,,,,,,0,65,,,,,,2012
16,Connecticut SERS,1,General Employees-Tier I/Plan B,1,,8,2012,9999,,.01,,95,,,,,,65,9999,,,0,4.8,,2012
16,Connecticut SERS,1,General Employees-Tier I/Plan B,1,,9,2012,9999,,.02,,95,,,,,,65,9999,,,4.801,9999,,2012
16,Connecticut SERS,2,General Employees-Tier I/Plan C,1,,1,2012,9999,,.02,,,,,,,,0,69,,,,,,2012
16,Connecticut SERS,2,General Employees-Tier I/Plan C,1,,2,2012,9999,,.025,,,,,,,,70,89,,,,,,2012
16,Connecticut SERS,2,General Employees-Tier I/Plan C,1,,3,2012,9999,,0,,,,,,,,90,9999,,,,,,2012
16,Connecticut SERS,2,General Employees-Tier I/Plan C,1,,4,2012,9999,,.02,,95,,,,,,,,,,,,,2012
16,Connecticut SERS,3,General Employees-Tier II,1,,1,2012,9999,,0,,,,,,1/1/1800, 9/30/1982,,,,,,,,2012
16,Connecticut SERS,3,General Employees-Tier II,1,,2,2012,9999,,.014,,,,,, 10/1/1982,  1/1/8000,,,0,35,0,69.05123749617312,,2012
16,Connecticut SERS,3,General Employees-Tier II,1,,3,2012,9999,,.00433,,,,,, 10/1/1982,  1/1/8000,,,0,35,69.05223749617312,9999,,2012
16,Connecticut SERS,3,General Employees-Tier II,1,,4,2012,9999,,.01625,,,,,, 10/1/1982,  1/1/8000,,,36,9999,,,,2012
16,Connecticut SERS,3,General Employees-Tier II,2,,1,2012,9999,,0,,,,,,1/1/1800, 9/30/1982,,,,,,,,2012
16,Connecticut SERS,3,General Employees-Tier II,2,,2,2012,9999,,.014,,,,,, 10/1/1982,  1/1/8000,,,0,35,0,69.05123749617312,,2012
16,Connecticut SERS,3,General Employees-Tier II,2,,3,2012,9999,,.00433,,,,,, 10/1/1982,  1/1/8000,,,0,35,69.05223749617312,9999,,2012
16,Connecticut SERS,3,General Employees-Tier II,2,,4,2012,9999,,.01625,,,,,, 10/1/1982,  1/1/8000,,,36,9999,,,,2012
16,Connecticut SERS,3,General Employees-Tier II,3,,1,2012,9999,,0,,,,,,1/1/1800, 9/30/1982,,,,,,,,2012
16,Connecticut SERS,3,General Employees-Tier II,3,,2,2012,9999,,.014,,,,,, 10/1/1982,  1/1/8000,,,0,35,0,69.05123749617312,,2012
16,Connecticut SERS,3,General Employees-Tier II,3,,3,2012,9999,,.00433,,,,,, 10/1/1982,  1/1/8000,,,0,35,69.05223749617312,9999,,2012
16,Connecticut SERS,3,General Employees-Tier II,3,,4,2012,9999,,.01625,,,,,, 10/1/1982,  1/1/8000,,,36,9999,,,,2012
16,Connecticut SERS,3,General Employees-Tier II,4,,1,2012,9999,,0,,,,,,1/1/1800, 9/30/1982,,,,,,,,2012
16,Connecticut SERS,3,General Employees-Tier II,4,,2,2012,9999,,.014,,,,,, 10/1/1982,  1/1/8000,,,0,35,0,69.05123749617312,,2012
16,Connecticut SERS,3,General Employees-Tier II,4,,3,2012,9999,,.00433,,,,,, 10/1/1982,  1/1/8000,,,0,35,69.05223749617312,9999,,2012
16,Connecticut SERS,3,General Employees-Tier II,4,,4,2012,9999,,.01625,,,,,, 10/1/1982,  1/1/8000,,,36,9999,,,,2012
16,Connecticut SERS,3,General Employees-Tier II,5,,1,2012,9999,,0,,,,,,1/1/1800, 9/30/1982,,,,,,,,2012
