ppd_id,PlanName_check,EEGroupID,EEGroupName_check,TierID,TierName,TierDesc,TierHireDate,TierClosedDate,TierFutureAge,TierFutureTenure,TierFuturePoints,TierFutureDateStart,TierFutureDateEnd,notes_TierBasics,SubTierID
153,Dallas Police and Fire,0,All Employees,2,Tier 2 (1973-2007) GROUP B Pre-2011,,  3/1/1973,12/31/2006,,,,,,,
153,Dallas Police and Fire,0,All Employees,3,Tier 3 (2007-2011) GROUP B Pre-2011,,  1/1/2007, 2/28/2011,,,,,,,
153,Dallas Police and Fire,0,All Employees,4,Tier 4 (2011+) GROUP B 2011+,,  3/1/2011,  1/1/8000,,,,,,,
154,Detroit Police and Fire,0,Police,0,,,,,,,,,,,
154,Detroit Police and Fire,1,Police,1,Tier I (pre 1969),,1/1/1800,12/31/1968,,,,,,,
154,Detroit Police and Fire,1,Police,2,Tier II (1969+),,  1/1/1969,  1/1/8000,,,,,,,
154,Detroit Police and Fire,2,Fire,1,Tier I (pre 1969),,1/1/1800,12/31/1968,,,,,,,
154,Detroit Police and Fire,2,Fire,2,Tier II (1969+),,  1/1/1969,  1/1/8000,,,,,,,
155,Baltimore Fire and Police,0,All Employees,0,,,,,,,,,,,
155,Baltimore Fire and Police,0,All Employees,1,Tier 1 (pre 1996),Grandfathered,1/1/1800,31jul1996,,15,,  7/1/2010,,,1
155,Baltimore Fire and Police,0,All Employees,2,Tier 1 (pre 1996),NonGrandfathered,1/1/1800,31jul1996,,,,,,,
155,Baltimore Fire and Police,0,All Employees,3,Tier 2 (1996-2003),Grandfathered,  8/1/1996,30jun2003,,15,,  7/1/2010,  1/1/8000,,1
155,Baltimore Fire and Police,0,All Employees,4,Tier 2 (1996-2003),NonGrandfathered,  8/1/1996,30jun2003,,,,,,,
155,Baltimore Fire and Police,0,All Employees,5,Tier 3 (2003+),Grandfathered,01jul2003,  1/1/8000,50,10,,  7/1/2010,  1/1/8000,,
155,Baltimore Fire and Police,0,All Employees,6,Tier 3 (2003+),NonGrandfathered,01jul2003,  1/1/8000,,,,,,,
156,Seattle ERS,0,All Employees,0,,,,,,,,,,,
158,Nashville-Davidson ERS,0,General,0,,,,,,,,,,,
158,Nashville-Davidson ERS,1,General,1,Tier 1 (pre 1995),,1/1/1800, 6/30/1995,,,,,,,
158,Nashville-Davidson ERS,1,General,2,Tier 2 (1995+),,  7/1/1995,  1/1/8000,,,,,,,
158,Nashville-Davidson ERS,2,Fire/Police,1,Tier 1 (pre 1995),,1/1/1800, 6/30/1995,,,,,,,
158,Nashville-Davidson ERS,2,Fire/Police,2,Tier 2 (1995+),,  7/1/1995,  1/1/8000,,,,,,,
159,Jacksonville ERS,0,All Employees,0,,,,,,,,,,,
160,Cincinatti ERS,0,All Employees,0,,,,,,,,,,,1
160,Cincinatti ERS,0,All Employees,1,Group C,,1/1/1800,12/31/2009,,30,,1/1/1800,  7/1/2011,,1
160,Cincinatti ERS,0,All Employees,2,Group E,,1/1/1800,12/31/2009,,30,,  7/2/2011,  1/1/2014,,1
160,Cincinatti ERS,0,All Employees,3,Group F,,1/1/1800,12/31/2009,,,,,,,
160,Cincinatti ERS,0,All Employees,4,Group G,,  1/1/2010,  1/1/8000,,,,,,,
161,Atlanta ERS,0,All Employees,0,,,,,,,,,,,
161,Atlanta ERS,0,All Employees,1,Tier 1 (pre 2010),Hired pre 2010,1/1/1800, 6/30/2010,,,,,,,
161,Atlanta ERS,0,All Employees,2,Tier 2 (2010-2011),2010-2011,  7/1/2010,10/31/2011,,,,,,,
161,Atlanta ERS,0,All Employees,3,Tier 2 (2011+),2011+, 11/1/2011,  1/1/8000,,,,,,,
162,Omaha School,0,Classified,0,,,,,,,,,,,
162,Omaha School,1,Classified,1,Hired pre 7/1/2013,,1/1/1800, 6/30/2013,,,,,,,
162,Omaha School,1,Classified,2,Hired 7/1/2013+,,  7/1/2013,  1/1/8000,,,,,,,
162,Omaha School,2,Certified,1,Hired pre 7/1/2013,,1/1/1800, 6/30/2013,,,,,,,
162,Omaha School,2,Certified,2,Hired 7/1/2013+,,  7/1/2013,  1/1/8000,,,,,,,
164,Fairfax County ERS,0,All Employees,0,,,,,,,,,,,
164,Fairfax County ERS,0,All Employees,1,Tier 1 (Pre 2013),,1/1/1800,12/31/2012,,,,,,,
164,Fairfax County ERS,0,All Employees,2,Tier 2 (Post 2013),,  1/1/2013,  1/1/8000,,,,,,,
168,Miami Fire and Police,0,Police Officers,0,,,,,,,,,,,
168,Miami Fire and Police,1,Police Officers,1,Tier 1 (pre 2010),,1/1/1800, 9/30/2010,,,,,,,
168,Miami Fire and Police,1,Police Officers,2,Tier 2 (2010+),, 10/1/2010,  1/1/8000,,,,,,,
168,Miami Fire and Police,2,Firefighters,1,Tier 1 (pre 2010),,  1/1/8000, 9/30/2010,,,,,,,
168,Miami Fire and Police,2,Firefighters,2,Tier 2 (2010-2012),, 10/1/2010, 9/30/2012,,,,,,,
168,Miami Fire and Police,2,Firefighters,3,Tier 3 (2012-2014),, 10/1/2012, 9/30/2014,,,,,,,
168,Miami Fire and Police,2,Firefighters,4,TIer 4 (2014+),, 10/1/2014,  1/1/8000,,,,,,,
172,Omaha Police and Fire,0,Police,0,,,,,,,,,,,
172,Omaha Police and Fire,1,Police,1,Tier 1: Hired pre 2010,,1/1/1800,12/31/2009,,,,,,,
172,Omaha Police and Fire,1,Police,2,Tier 2: Hired post 2010,,  1/1/2010,  1/1/8000,,,,,,,
172,Omaha Police and Fire,2,Fire,1,Tier 1: Hired pre 2013,,1/1/1800,12/31/2012,,,,,,,
172,Omaha Police and Fire,2,Fire,2,Tier 2: Hired post 2013,,  1/1/2013,  1/1/8000,,,,,,,
173,Atlanta Police,0,All Employees,0,,,,,,,,,,,
173,Atlanta Police,0,All Employees,1,Tier 1 (Hired pre 1978),,1/1/1800, 3/31/1978,,,,,,,
173,Atlanta Police,0,All Employees,2,Tier 2 (Hired post 1978),,  4/1/1978,  1/1/8000,,,,,,,
