PlanName,DataEntryCode,source_IncomeStatement,notes_IncomeStatement,initials_IncomeStatement_check,FVChange_SecLend,expense_SecLendMgmtFees,FVChange_SecLend_UG,CAFR_check,AV_check,LastYearOfData_check,ppd_id,EEGroupID,TierID,fy,contrib_EE_regular,contrib_ER_regular,contrib_ER_state,contrib_EE_PurchaseService,contrib_EE_other,contrib_ER_other,contrib_other,contrib_tot,FairValueChange_investments,FairValueChange_RealEstate,income_interest,income_dividends,income_InterestAndDividends,income_RealEstate,income_PrivateEquity,income_alternatives,income_international,income_OtherInvestments,expense_RealEstate,expense_PrivateEquity,expense_alternatives,expense_OtherInvestments,expense_investments,income_SecuritiesLending,expense_SecuritiesLending,income_SecuritiesLendingRebate,income_OtherAdditions,income_net,expense_TotBenefits,expense_RetBenefits,expense_DisabilityBenefits,expense_DeathBenefits,expense_DROPBenefits,expense_SurvivorBenefits,expense_COLABenefits,expense_LumpSumBenefits,expense_OtherBenefits,expense_refunds,expense_AdminExpenses,expense_Depreciation,expense_OtherDeductions,expense_net,adjustment_MktAssets,MktAssets_net
Arizona SRS,,,,JFP,,-626,,,,,6,0,0,2012,905968,852167,,51423,,,2236,1811794,-402858,,192117,282677,474794,162964,184452,18948,,12177,-29273,-43966,-3765,,-54849,2711,1535,2161,,2134664,-2327678,-2297947,,,,-29731,,,,-207289,-31052,,-5774,-2571793,,26402094
Arizona SRS,,,,CM,,-431,,,,,6,0,0,2013,948004,911300,,70790,,,1233,1931327,2444729,,188095,342972,531067,222493,228223,138531,,-2341,-37943,-55934,-22902,,-63845,10606,915,1346,,5324926,-2445341,-2406899,,,,-38442,,,,-218607,-32851,,-4791,-2701590,,29025430
Arizona SRS,,,,CM,,-274,,,,,6,0,0,2014,995284,965969,,32441,,,1044,1994738,5114686,,185226,338194,523420,17949,,,,,,,,,-143731,1730,192,466,,7508984,-2566372,-2527038,,,,-39334,,,,-246201,-26107,,-2029,-2840709,,33693705
Arizona SRS,,2015 CAFR p 30,,TP,,-913,,,,,6,0,0,2015,1031954,1004747,,19673,,,1029,2057403,524148,,150759,298127,448886,,,,,22794,,,,,-152846,4943,1235,2148,,2906563,-2671496,-2638462,,,,-33034,,,,-255606,-26400,,-1120,-2954622,,33645646
Arizona SRS,,2016 CAFR p 35,,CM,,-1058,,,,,6,0,0,2016,1036714,1015974,,23765,,,1701,2078154,-43278,,127317,264844,392161,,,,,34513,,,,,-167472,5476,1506,2564,,2301060,,-2765668,,,,-38863,,,,-258315,-22965,,-1104,-3086915,,32859791
Arkansas PERS,,,,kn,,,,,,,7,0,0,2001,301.348999999999,100925.338,,,,,,101226.687,-298142.047,,96568.97500000001,19677.017,116245.992,2671.808,,,,,,,,,-42072.266,30822.4409999999,,,7533.778,-81713.607,-135330.351,-135330.351,,,,,,,,-369.06,-3853.726,,-8.367000000000001,-139561.503999999,,4014116.41699999
Arkansas PERS,,,,kn,,,,,,,7,0,0,2002,221.186,109037.490999999,,,,,,109258.677,-353640.843999999,,107623.524,20390.875,128014.399,2674.77399999999,,,,,,,,,-27497.2619999999,17707.75,,,8066.949000000001,-115415.557,-153007.132,-153007.132,,,,,,,,-805.154999999999,-4067.319,,,-157879.606,,3740821.35399999
Arkansas PERS,,,,kn,,,,,,,7,0,0,2003,159.642,115690.798,,,,,,115850.44,83393.618,,89645.1169999999,24105.8179999999,113750.9349999998,3170.322,,,,-3.2,,,,,-23394.4789999999,15012.022,,,8874.598,316654.315999999,-169763.198,-169763.198,,,,,,,,-678.143,-4370.719,,,-174812.005999999,,3882663.393
Arkansas PERS,,,,kn,,,,,,,7,0,0,2004,117.955,118419.346,,,,,,118537.301,390465.636,,71972.31200000001,29635.27,101607.582,3133.752,,,,16.184,,,,,-19974.768,8911.120000000001,,,9522.046,612218.853,-182901.681,-182901.681,,,,,,,,-374.971999999999,-4759.527,,,-188036.18,,4306846.042
Arkansas PERS,,,,kn,,,,,,,7,0,0,2005,82.8359999999999,135027.446,,,,,,135110.282,323251.61,,54121.82,39555.587,93677.40700000001,-1760.71599999999,,,,,,,,,-30144.273,16405.504,,,9354.055,545893.868999999,-207122.448999999,-207122.448999999,,,,,,,,-526.398,-4313.081,,,-211961.928,,4640777.983
Arkansas PERS,,,,kn,,,,,,,7,0,0,2006,4667.067,158152.182999999,,,,,,162819.25,459105.414999999,,57891.1209999999,48523.1869999999,106414.3079999998,-2640.933,,,,3.94,,,,,-46831.8969999999,29271.062,,,10630.255,718771.4,-219711.791999999,-219711.791999999,,,,,,,,-62.133,-4272.313,,,-224046.238,,5135503.14499999
Arkansas PERS,,,,kn,,,,,,,7,0,0,2007,12192.289,163888.295,,,,,,176080.584,794931.5509999991,,66813.29300000001,57456.6829999999,124269.9759999999,186.526999999999,,,,20.52,,,,,-61777.033,41743.197,,,8844.973,1084259.25499999,-244137.717,-244137.717,,,,,,,,-632.79,-4747.84,,,-249518.347,,5970244.053
Arkansas PERS,,,,kn,,,,,,,7,0,0,2008,18443.2609999999,174119.82,,,,,,192563.081,-380924.989,,65706.69500000001,48798.8799999999,114505.5749999999,-65.4579999999999,,,,,,,,,-54209.025,37091.199,,,32563.899,-58475.718,-266296.561999999,-266296.561999999,,,,,,,,-1919.767,-5100.085,,,-273316.413999999,,5638451.921
Arkansas PERS,,,,kn,,,,,,,7,0,0,2009,23722.9939999999,159827.500999999,,,,,,183550.495,-1269800.874,,62046.908,45164.5659999999,107211.4739999999,-70.14,,,,-62.078,,,,,-21680.124,10670.8179999999,,,9581.815999999999,-980598.613,-299896.78,-299896.78,,,,,,,,-2661.289,-5482.554,,,-308040.623,,4349812.68499999
Arkansas PERS,,,,jp,,,,1,,1,7,0,0,2010,30334.716,170186.564,,,,,,200521.28,410511.457999999,,62331.6259999999,43820.724,106152.3499999999,-7.588,,,,7.62,,,,,-18080.99,2050.05,,,6099.73599999999,707253.915999999,-318998.005999999,-318998.005999999,,,,,,,,-3586.86099999999,-5981.358,,,-328566.224999999,,4728500.376
Arkansas PERS,,,,jp,,,,,,,7,0,0,2011,34639.544,196428.733,,,,,,231068.277,1094375.72399999,,61922.0259999999,53353.6759999999,115275.7019999998,-55.07,,,,0,,,,,-20583.857,1028.853,,,8966.315000000001,1430075.90699999,-344140.357,-344140.357,,,,,,,,-6123.91,-6374.37899999999,,,-356638.646,,5801921.116
Arkansas PERS,,,,CM,,,,,,,7,0,0,2012,41361.523,230495.674,,,,,1481.214,273338.411,-129527.282,,59199.267,59575.3839999999,118774.6509999999,-34.6019999999999,,,,,,,,,-20084.8149999999,729.793,,,7499.363,250695.519,-359330.673,-359330.673,,,,,,,,-7420.78499999999,-6794.52599999999,,,-373545.984,13345.2109999992,5692415.86199999
Arkansas PERS,,,,CM,,,,,,,7,0,0,2013,44549.911,249062.186,,,,,1863.992,295476.089,749543.679,,52116.606,72457.239,124573.845,,,,,0,,,,,-23973.149,1776.316,,,7051.96,1154448.74,-396607.128,-396607.128,,,,,,,,-8446.700999999999,-7340.273,,,-412394.102,,6434470.5
Arkansas PERS,,,,CM,,,,,,,7,0,0,2014,48237.869,264477.703,,,,,381.216,313096.788,1090192.683,,51082.662,91368.004,142450.666,,,,,,,,,,-27885.272,3672.418,,,6405.605,1527932.888,-414548.645,-414548.645,,,,,,,,-9455.348,-7209.769,,,-431213.761,,7531189.627
Arkansas PERS,,2015 APERS CAFR P 31,,CM,,,,,,,7,0,0,2015,51596.001,262327.561,,,,,392.653,314316.215,42240.341,,73075.336,80542.075,153617.411,,,,,,,,,,-29167.098,2930.365,,,6558.462,490495.697,-451912.791,-451912.791,,,,,,,,-12195.637,-7201.144,,,-471309.572,-382.513,7549993.238
Arkansas PERS,,2016 APERS CAFR P 28,,CM,,,,,,,7,0,0,2016,55944.132,263141.39,,,,,404.433,319489.954,-130702.73,,72456.583,78971.95299999999,151428.536,,,,,1322.03,,,,,-30720.006,4494.855,,,6271.067,321583.707,-480913.495,-480913.495,,,,,,,,-13188.729,-7366.64,,,-501468.864,216.239,7370324.32
Arkansas Teachers,,,,kn,,,,,,,8,0,0,2001,68717.88899999989,181115.568999999,,,,,,249833.458,-435733.125,,163305.402999999,55759.1019999999,219064.5049999989,5115.764,,,,701.624,,,,,-43355.364,3792.771,,,,-580.3669999999997,-323392.425999999,-323392.425999999,,,,,,,,-2975.138,-8254.730999999991,,,-334622.294999999,,7642865.57699999
Arkansas Teachers,,,,kn,,,,,,,8,0,0,2002,71893.349,191352.91,,,,,,263246.259,-646715.106999999,,151219.916999999,59177.6889999999,210397.6059999989,6817.46699999999,,,,8159.55299999999,,,,,-40198.171,4800.357,,,,-193492.035999999,-354949.683,-354949.683,,,,,,,,-2744.684,-7354.162,,,-365048.528999999,,7084325.012
Arkansas Teachers,,,,kn,,,,,,,8,0,0,2003,76734.478,200455.916,,,,,,277190.393999999,-86631.75199999991,,142192.757,52807.256,195000.013,8577.765999999991,,,,2463.98799999999,,,,,-38868.9409999999,11211.8989999999,-8281.778,,,360661.588999999,-383071.935999999,-383071.935999999,,,,,,,,-3585.188,-7973.933,,,-394631.056999999,,7050355.54399999
Arkansas Teachers,,,,kn,,,,,,,8,0,0,2004,77772.019,224184.274,,,,,,301956.293,1053791.96399999,,105344.831999999,62893.705,168238.536999999,7737.70899999999,,,,4144.197,,,,,-40576.514,8666.203999999991,-6661.03399999999,,,1497297.35599999,-413433.516,-413433.516,,,,,,,,-4017.884,-8197.465,,,-425648.864999999,,8122004.035
Arkansas Teachers,,,,kn,,,,,,,8,0,0,2005,86102.842,286442.708999999,,,,,,372545.550999999,599941.643,,129390.977,78681.94599999989,208072.9229999999,7727.203,,,,246.93,,,,,-39454.0469999999,19068.203,-16159.302,,,1151989.104,-451978.547,-451978.547,,,,,,,,-4413.077,-6454.76199999999,,,-462846.386,,8811146.753000001
Arkansas Teachers,,,,kn,,,,,,,8,0,0,2006,92005.60000000001,311713.734999999,,,,,,403719.335,1002865.748,,101804.677,78874.81,180679.487,6564.956,,,,9137.287,,,,,-29545.3169999999,45220.8689999999,-41636.271,,,1577006.094,-507641.961,-507641.961,,,,,,,,-6207.621,-5991.755,,,-519841.337,,9868311.509999991
Arkansas Teachers,,,,kn,,,,,,,8,0,0,2007,100093.372,331891.21,,,,,,431984.581,1715111.678,,106261.633,89257.47199999991,195519.1049999999,6292.88299999999,,,,8614.83699999999,,,,,-36394.345,67523.197,-63773.989,,,2324877.947,-545220.3370000001,-545220.3370000001,,,,,,,,-5179.85,-5854.55699999999,,,-556254.743999999,,11636934.713
Arkansas Teachers,,,,kn,,,,,,,8,0,0,2008,108872.293,350319.504,,,,,,459191.797,-638903.28,,100459.546,78723.97599999989,179183.5219999999,6455.808,,,,8564.944999999991,,,,,-39623.49,50597.1529999999,-43854.101,,,-18387.646,-587319.942,-587319.942,,,,,,,,-6462.121999999999,-6676.667,,,-600458.731,,11018088.3359999
Arkansas Teachers,,,,kn,,,-40221.4309999999,,,,8,0,0,2009,111513,359062,,,,,,470575,-2148945.143,,107380.269,59755.175,167135.444,3533.565,,,,9352.673000000001,,,,,-36491.336,16071.89,-7528.277,-7528.277,618.725,-1565899.27099999,-635878.9579999991,-635878.9579999991,,,,,,,,-6406.016,-6894.113,,-19.7519999999999,-649201.839,,8802987.22499999
Arkansas Teachers,,,,jp,,-698.0750000000001,-8310.158999999991,1,1,1,8,0,0,2010,115931.732999999,389296.433,,,,,,505228.166,1187284.23099999,,69936.5069999999,57916.141,127852.6479999999,4273.91399999999,,,,5609.13799999999,,,,,-28837.09,4772.71699999999,-1592.54199999999,-894.466999999999,254.286,1796535.30899999,-701562.7839999991,-701562.7839999991,,,,,,,,-7156.348999999999,-7229.398,,,-715948.535999999,,9883573.99799999
Arkansas Teachers,,,,JFP,,-654.126999999999,-3000.398,,,,8,0,0,2011,139460.601,400330.902,,,,,,539791.503,2116421.09899999,,72057.7079999999,64607.311,136665.0189999999,7522.28499999999,,,,3741.058,,,,,-44766.466,4329.015,-1349.482,-695.355,271.206999999999,2759624.84,-731866.1,-731866.1,,,,,,,,-8906.441000000001,-7548.95899999999,,,-748321.5,,11894877.338
Arkansas Teachers,,2012 CAFR p 17,,CM,,,,,,,8,0,0,2012,117662.465,398822.946,,,,,,516485.41,-223289.187,,61877.0939999999,72945.0259999999,134822.1199999998,8198.063,,,,,,,,,-44648.139,5695.73499999999,-1133.035,,1700.25299999999,397831.22,-791844.922999999,-791844.922999999,,,,,,,,-9225.150999999991,-7752.975,,,-808823.049,,11483885.509
Arkansas Teachers,,,,CM,,,,,,,8,0,0,2013,113900.227,400933.872,,,,,,514834.099,1601751.122,,60941.84,63503.663,124445.503,8304.343999999999,,,,,,,,,-42735.948,5135.062,-1086.946,,86.381,2210733.616,-846210.946,-846210.946,,,,,,,,-11087.596,-7755.004,,,-865053.546,,12829565.579
Arkansas Teachers,,2014 CAFR p 14,,CM,,,,,,,8,0,0,2014,125225.906,404920.44,,,,,,530146.346,2353330.159,,51157.458,53657.455,104814.913,8327.656000000001,,,,,,,,,-40707.696,3959.261,-639.7480000000001,,249.552,2959480.443,-914250.015,-914250.015,,,,,,,,-10485.104,-8034.235,,,-932769.3540000001,,14856276.668
Arkansas Teachers,,2015 CAFR p 15,,CM,,,,,,,8,0,0,2015,128555.684,408230.472,,,,,,536786.156,565577.916,,1371168.271,,99352.402,7506.05,,,,,,,,,-43838.48,4268.476,-770.923,,71.511,1168953.107,-970719.4840000001,-970719.4840000001,,,,,,,,-10774.122,-8034.857,,,-989528.463,,15035701.312
Arkansas Teachers,,2016 plan CAFR p8,,CC,,,,,,,8,0,0,2016,131100.983,410358.229,,,,,,541459.2120000001,-33824.15,,,,99007.611,7205.691,,,,,,,,,-41650.266,6370.384,-1671.389,,141.776,577038.869,-1035958.95,-1035958.95,,,,,,,,-10145.471,-8059.03,,,-1054163.451,,14558576.731
California PERF,,,,cmg,,,,,,,9,0,0,2001,1766251,321619,,,,,,2087875,-17715081,,,,6435960,,,,,,,,,,-1056815,813202,-733088,,7481,-10160466,-5792949,-5792949,,,,,,,,-128866,-183866,,,-6105681,,156274397
California PERF,,,,cmg,,,,,,,9,0,0,2002,2154742,800964,,,,,,2955706,-15207736,,,,6405825,,,,,,,,,,-1000875,436129,-337821,,4686,-6744086,-6431019,-6431019,,,,,,,,-103386,-208688,,,-6743093,,142787218
California PERF,,,,cmg,,,,,,,9,0,0,2003,1887925,1925044,,,,,,3812969,611717,,2191890,1539430,3731320,1936243,,,,314033,-978990,,,,-217504,343623,-266358,,8648,9295701,-6991914,-6991914,,,,,,,,-114025,-214274,,,-7320213,,144762706
California PERF,,,,cmg,,,,,,,9,0,0,2004,2266445,4261347,,,,,,6527792,18474587,,1971748,1876555,3848303,1822061,,,,1386076,-979453,,,,-388758,374494,-271460,,6723,30800365,-7639085,-7639085,,,,,,,,-151526,-188361,,,-7978972,,167584099
California PERF,,,,cmg,,,,,,,9,0,0,2005,3176781,5774120,,,,,,8950901,16017457,,2167640,2411632,4579272,1930707,,,,1312779,-1050909,,,,-1010343,806081,-691316,,473,30845102,-8434119,-8434119,,,,,,,,-155236,-208965,,,-8798320,,189630881
California PERF,,,,cmg,,,,,,,9,0,0,2006,3080879,6095029,,,,,,9175908,16621497,,2575346,2507521,5082867,1221640,,222944,,765960,-1113038,,,,-919066,1678675,-1520214,,,31217173,-9236073,-9236073,,,,,,,,-170929,-236212,,-14039,-9657253,,211190801
California PERF,,,,cmg,,,,,,,9,0,0,2007,3262699,6442384,,,,,,9705083,35682869,,2223978,2247030,4471008,2265695,,231302,,394841,-1698048,,,,-754139,2336561,-2181828,,9119,50462463,-10070555,-10070555,,,,,,,,-181574,-278453,,,-10530582,,251122682
California PERF,,,,cmg,,,,,,,9,0,0,2008,3512075,7242802,,,,,,10754877,-14387399,,880602,2171152,3051754,1459428,,227495,,155592,-2208229,,,,-639224,1584917,-1743444,,6202,-1738031,-10884417,-10884417,,,,,,,,-182415,-402340,,,-11469172,,237915479
California PERF,,,,cmg,,,,,,,9,0,0,2009,3882355,6912376,,,,,,10794731,-56913035,,641819,1474340,2116159,658269,,102379,,120024,-2414067,,,,-752781,99281,-383283,,3155,-46569168,-11831836,-11831836,,,,,,,,-186783,-427809,,,-12446428,,178899883
California PERF,,,,jp,,,,1,1,1,9,0,0,2010,3378867,6955049,,,,,,10333916,23555137,,466554,1130740,1597294,2303941,,214634,,92958,-1944823,,,,-393344,199004,-57506,,10234,35911445,-12972457,-12972457,,,,,,,,-182387,-278036,,,-13432880,237626,201616074
California PERF,,,,cmg,,,,,,,9,0,0,2011,3600089,7465397,,,,,,11065486,41297805,,413969,1427046,1841015,2525738,,652157,,-26068,-1893044,,,,-576541,127994,-44631,,3011,54972922,-14242258,-14242258,,,,,,,,-227168,-357779,,,-14827205,,241761791
California PERF,,,,JFP,,,,,,,9,0,0,2012,3598437,7772913,,,,,,11371350,-1596030,,369977,1006676,1376653,2117138,467321,,,42718,-2242977,,,,-518515,178288,-27680,,7070,11175336,-15356696,-15356696,,,,,,,,-218082,-380404,,,-15955182,,236981945
California PERF,,,,CM,,,,,,,9,0,0,2013,3896078,8123833,,,,,,12019911,28011736,,174414,1038143,1212557,2860993,667673,,,25002,-1925953,,,,-709932,180849,-38118,,7176,42311894,-16635263,-16635263,,,,,,,,-242595,-426077,,,-17303935,,261989904
California PERF,,,,CM,,,,,,,9,0,0,2014,3775038,8777602,,,,,,12552640,44413007,,596219,1142676,1738895,144100,571873,,,38238,-91662,,,,-1342630,148161,-29509,,7571,58150684,-17760584,-17760584,,,,,,,,-236968,-381497,,,-18379049,,301761539
California PERF,,2015 CAFR p 48,,TP,,,,,,,9,0,0,2015,3724310,10079467,,,,,,13803777,5863437,,-93000,1175728,1082728,35378,546974,,,112585,-23090,,,-831445,-208438,144942,-33597,,483211,20976462,-18922292,-18922292,,,,,,,,-240623,-340880,,-469688,-19973483,,302764518
California PERF,,2016 CAFR p 44,,TP,,,,,,,9,0,0,2016,4015754,10892489,,,,,,14908243,736827,,163627,1258604,1422231,,,,,70342,,,,-620967,-209485,184555,-48161,,62903,16506488,-20093933,-20093933,,,,,,,,-238821,-184447,,-49803,-20567004,,298704002
California Teachers,,,,cmg,,,,,,,10,0,0,2001,1843457,1883915,946194,,,,,4673566,-13460750,,,,3244266,,,,,,,,,,-85226,1037286,-967581,,414,-5558025,-3764632,-3764632,,,,,,,,-77477,-54536,,-189388,-4086033,,103137630
California Teachers,,,,kn,,,,,,,10,0,0,2002,1872647,1725035,915825,,,,,4513507,-9370726,,,,3063844,,,,,-5491,,,,,-80058,463821,-374092,,,-1789195,-4244189,-4244189,,,,,,,,-74025,-63785,,-256976,-4638975,,96709460
California Teachers,,,,kn,,,,,,,10,0,0,2003,2094096,1967974,1014992,,,,,5077062,655886,,,,3048438,,,,,-71,,,,,-80696,260814,-196188,,,8765245,-4716300,-4716300,,,,,,,,-79513,-72749,,-233815,-5102377,,100372328
California Teachers,,,,kn,,,,,,,10,0,0,2004,2210310,2047448,548686,,,,,4806444,13790935,,,,2830297,,,,,-2009,,,,,-82161,225252,-156433,,,21411715,-5322030,-5322030,,,,,,,,-82456,-94767,,-223501,-5722754,,116061289
California Teachers,,,,kn,,,,,,,10,0,0,2005,2326536,2104712,1218614,,,,,5649862,10358928,,,,3813029,,,,,-8728,,,,,-100232,502398,-436409,,,19778848,-5912602,-5912602,,,,,,,,-87969,-94662,,-221271,-6316504,,129523633
California Teachers,,,,kn,,,,,,,10,0,0,2006,2230754,2203548,1018720,,,,,5453022,12212130,,,,3911287,,,,,68,,,,,-112929,1087366,-1020130,,,21530814,-6433749,-6433749,,,,,,,,-97453,-95611,,-215258,-6842071,,144212376
California Teachers,,,,kn,,,,,,,10,0,0,2007,2334954,2285728,1084387,,,,,5705069,25236343,,,,4670151,,,,,555,,,,,-146426,1573052,-1493236,,,35545508,-6937581,-6937581,,,,,,,,-106153,-105895,,-230337,-7379966,,172377918
California Teachers,,,,kn,,,,,,,10,0,0,2008,2511810,2453268,1629635,,,,,6594713,-14523848,,,,4882026,,,,,213116,,,,-20154,-208068,1357862,-1142936,,,-2847289,-7591680,-7591680,,,,,,,,-101778,-109363,,-229860,-8032681,,161498193
California Teachers,,,,kn,,,-599221,,,,10,0,0,2009,2500632,2464243,1140382,,,,,6105257,-42819402,,,,3568097,,,,,7528,,,,-15097,-159864,-35418,-296793,,,-34244913,-8256132,-8256132,,,,,,,,-105816,-113154,,-348105,-8823207,,118430073
California Teachers,,,,jp,,,466892,1,1,1,10,0,0,2010,2331430,2286266,1221628,,,,,5839324,11263449,,,,3433523,,,,,7691,,,,,-170426,151597,-55676,,,20936374,-9085362,-9085362,,,,,,,,-100125,-140273,,-272580,-9598340,,129768107
California Teachers,,,,cmg,,,,,,,10,0,0,2011,2355909,2310251,1193364,,,,,5859524,26586479,,,,3492992,,,,,6546,,,,-141,-148490,157695,-58260,,,35896345,-9854492,-9854492,,,,,,,,-116089,-110484,,-237572,-10318637,,155345815
California Teachers,,,,JFP,,,,,,,10,0,0,2012,2279900,2237983,1302581,,,,,5820464,-2588804,,,,3712023,,,,,4115,,,,-23564,-152307,158280,-34308,,,6895899,-10442523,-10442523,,,,,,,,-108111,-138411,,-234612,-10923657,,151318057
California Teachers,,,,CM,,,,,,,10,0,0,2013,2336731,2283263,1328298,,,,,5948292,16225186,,,,4689579,,,,,1241,,,,-22148,-310489,129957,-29647,,,26631971,-11133282,-11133282,,,,,,,,-104994,-136944,,-225899,-11601119,,166348909
California Teachers,,,,CM,,,,,,,10,0,0,2014,2263613,2272166,1383468,,,,,5919247,26092999,,,,4508464,,,,,,,,,-20161,-269887,104709,-14221,,2055,36323205,-11725324,-11725324,,,,,,,,-107600,-154155,,-211019,-12198098,,190474016
California Teachers,,2015 CAFR p 42,,CM,,,,,,,10,0,0,2015,2509712,2677815,1425796,,,,,6613323,3129803,,,,4675175,,,,,,,,,-26616,-260345,106926,-13299,,3935,14228902,-12284071,-12284071,,,,,,,,-87694,-145239,,-201671,-12718675,-161907,191822336
California Teachers,,2016 CAFR p 44,,TP,,,,,,,10,0,0,2016,2957473,3391144,1939902,,,,,8288519,-2138824,,,,4649039,,,,,,,,,-32406,-261692,111637,-22796,,41519,10634996,-12892265,-12892265,,,,,,,,-84001,-180056,,-187523,-13343845,,189113487
Chicago Teachers,,,,cmg,,,,,,,11,0,0,2001,149094.964,77065.122,,,,,0,226160.086,-509220.566999999,,255667.53,84517.978,340185.508,,,,,,,,,,-27021.678,6483.77199999999,-1974.425,,70.078,34682.7739999999,-448576.787,-445265.874,,-3310.913,,,,,,-59076.734,-4856.487,,,-512510.007999999,,10111548.946
Chicago Teachers,,,,cmg,,,,,,,11,0,0,2002,145498.027,11805.305,,,,,0,157303.331999999,-673718.02,,235449.859,87614.97100000001,323064.83,,,,,,,,,,-26611.498,7777.295,-2333.19099999999,,829.062999999999,-213688.189,-529144.0280000001,-526327.706,,-2816.322,,,,,,-42300.176,-6459.734,,,-577903.937999999,-32302.217,9287654.602
Chicago Teachers,,,,cmg,,,,,,,11,0,0,2003,159931.109999999,13703.2829999999,,,,,0,173634.393,42175.284,,200161.234,90153.258,290314.492,,,,,,,,,,-24601.146,6301.773,-1632.721,,35.7749999999999,486227.85,-546623.6580000001,-543802.165,,-2821.49299999999,,,,,,-17351.148,-6576.953,,,-570551.758999999,,9203330.693
Chicago Teachers,,,,cmg,,,,,,,11,0,0,2004,169598.212,13032.2729999999,,,,,0,182630.484999999,1232333.289,,160965.026,107116.062,268081.088,,,,,,,,,,-26986.216,5999.478,-1496.345,,86.25,1660648.06499999,-589111.5480000001,-586510.383,,-2601.165,,,,,,-23326.721,-7214.46699999999,,,-619652.736,,10244326.021
Chicago Teachers,,,,cmg,,,,,,,11,0,0,2005,175706.081,8872.76399999999,,,,,0,184578.845,774358.258999999,,161317.845999999,126998.253,288316.098999999,,,,,218.15,,,,,-30897.126,4132.37,-1129.255,,561.154,1220138.496,-654273.1830000001,-651767.312,,-2505.871,,,,,,-24858.695,-7477.671,,,-686609.549,,10777854.968
Chicago Teachers,,,,cmg,,,,,,,11,0,0,2006,163419.386,36227,16562.7059999999,,,,0,216209.092,804849.27,,172958.641,142577.238,315535.879,,,,,63.009,,,,,-32791.552,7437.54799999999,-1221.86899999999,,139.508999999999,1310220.88599999,-721106.0509999991,-718487.993999999,,-2618.05699999999,,,,,,-30685.299,-8320.34,,,-760111.6899999999,59496.735,11387460.899
Chicago Teachers,,,,cmg,,,,,,,11,0,0,2007,179017.663,90582,13179.75,,,,0,282779.413,1636254.41299999,,184871.685,156989.222,341860.907,,,,,73.3539999999999,,,,,-37125.9349999999,7991.99899999999,-1244.54,,1.923,2230591.68699999,-800654.137999999,-797776.954999999,,-2877.183,,,,,,-36354.509,-8434.688,,,-845443.334999999,,12772609.251
Chicago Teachers,,,,cmg,,,,,,,11,0,0,2008,172504.804,141673,22597.412,,,,0,336775.216,-1026367.696,,180366.011999999,165108.766999999,345474.778999998,,,,,7.272,,,,,-41525.892,-5520.59,-10885.46,,,-402042.370999999,-907521.275,-904675.062,,-2846.213,,,,,,-16730.268,-7827.576,,,-932079.118999999,,11438487.761
Chicago Teachers,,,,jp,,,,,,1,11,0,0,2009,176176.975,198024,45.3269999999999,,,,0,374246.302,-2653431.276,,148477.541,128668.373,277145.914,,,,,277.593999999999,,,,,-34947.387,-53465.7889999999,,,,-2090174.642,-943553.018999999,-940575.486999999,,-2977.532,,,,,,-20038.463,-8751.944999999991,,,-972343.427,,8375969.69199999
Chicago Teachers,,,,cmg,,,,1,1,,11,0,0,2010,194621.551,275007.4,15752.55,,,,,485381.500999999,875027.562999999,,114555.861999999,110049.532,224605.393999999,,,,,5.548,,,,,-39738.78,47554.173,,,,1592835.399,-991449.617,-988503.47,,-2946.14699999999,,,,,,-21084.294,-8800.848,,,-1021334.759,,8947470.332
Chicago Teachers,,,,JFP,,,,,,,11,0,0,2011,185882.636,133140,10449.994,,,,,329472.63,1928712.617,,104059.687999999,127470.956,231530.643999999,,,,,620.221999999999,,,,,-42193.2969999999,4601.984,,,,2452800.10699999,-1050799.819,-1047538.959,,-3260.86,,,,,,-27180.518,-9527.938,,,-1087508.27499999,,10312762.164
Chicago Teachers,,,,JFP,,,,,,,11,0,0,2012,187141.383999999,116551,22178.0109999999,,,,,325870.395,-239806.742999999,,102106.39,136080.771,238187.161,,,,,560.553,,,,,-42076.606,5011.51,,,431.79,288178.06,-1117209.128,-1113884.747,,-3324.38099999999,,,,,,-36294.636,-10120.4339999999,,,-1163624.198,,9437316.026000001
Chicago Teachers,,,,CM,,,,,,,11,0,0,2013,188356.294,120069,22585,,,,,331010.294,961784.0649999999,,108021.022,141538.821,249559.843,,,,,1468.191,,,,,-42318.757,4006.659,,,,1505510.295,-1232313.303,-1228318.994,,-3994.309,,,,,,-24787.063,-11537.394,,,-1268637.758,,9674188.562999999
Chicago Teachers,,,,CM,,,,,,,11,0,0,2014,187846.065,560822.141,24594,,,,,773262.206,1486073.269,,96471.212,140397.418,236868.63,,,,,,,,,,-41078.099,2999.976,,,216.064,2458342.046,-1273509.685,-1269835.064,,-3674.621,,,,,,-32832.171,-10494.139,,,-1316835.995,,10815694.614
